Subscription,Subscription Name,Resource Group,Location,Type,Service Name,Compliant,Impact,Category,Recommendation,Result,Learn,RId
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,westeurope,Microsoft.DBforMySQL/flexibleServers,azurebrains-mysqldbserver,false,High,Security,Azure Database for MySQL - Flexible Server should have private access enabled,,https://learn.microsoft.com/en-us/azure/mysql/flexible-server/how-to-manage-virtual-network-cli,mysqlf-004
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,westeurope,Microsoft.DBforMySQL/flexibleServers,azurebrains-mysqldbserver,false,High,High Availability,Azure Database for MySQL - Flexible Server should have availability zones enabled,,https://learn.microsoft.com/en-us/azure/mysql/flexible-server/how-to-configure-high-availability-cli,mysqlf-002
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,westeurope,Microsoft.DBforMySQL/flexibleServers,azurebrains-mysqldbserver,false,Low,Monitoring and Alerting,Azure Database for MySQL - Flexible Server should have diagnostic settings enabled,,https://learn.microsoft.com/en-us/azure/mysql/flexible-server/tutorial-query-performance-insights#set-up-diagnostics,mysqlf-001
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,westeurope,Microsoft.DBforMySQL/flexibleServers,azurebrains-mysqldbserver,false,Low,Governance,Azure Database for MySQL - Flexible Server should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json,mysqlf-007
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,westeurope,Microsoft.DBforMySQL/flexibleServers,azurebrains-mysqldbserver,false,Low,Governance,Azure Database for MySQL - Flexible Server Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations,mysqlf-006
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,microsoft.insights/components,AzurebrainsBot,false,Low,Governance,Azure Application Insights Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations,appi-002
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,microsoft.insights/components,AzurebrainsBot,false,Low,Scalability,Azure Application Insights should store data in a Log Analytics Workspace,,https://learn.microsoft.com/en-us/azure/azure-monitor/app/create-workspace-resource,appi-004
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,microsoft.insights/components,AzurebrainsBot,false,Low,Governance,Azure Application Insights should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json,appi-003
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,microsoft.insights/components,azurebrains,false,Low,Scalability,Azure Application Insights should store data in a Log Analytics Workspace,,https://learn.microsoft.com/en-us/azure/azure-monitor/app/create-workspace-resource,appi-004
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,microsoft.insights/components,azurebrains,false,Low,Governance,Azure Application Insights should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json,appi-003
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,microsoft.insights/components,azurebrains,false,Low,Governance,Azure Application Insights Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations,appi-002
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflowapp-rg,eastus2,Microsoft.Web/serverfarms/sites,ratflowassistant,false,High,Security,App Service should have private endpoints enabled,,https://learn.microsoft.com/en-us/azure/app-service/networking/private-endpoint,app-004
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflowapp-rg,eastus2,Microsoft.Web/serverfarms/sites,ratflowassistant,false,Medium,Security,App Service should use VNET integration,,https://learn.microsoft.com/en-us/azure/app-service/overview-vnet-integration,app-009
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflowapp-rg,eastus2,Microsoft.Web/serverfarms/sites,ratflowassistant,false,Medium,Security,App Service should have VNET Route all enabled for VNET integration,,https://learn.microsoft.com/en-us/azure/app-service/overview-vnet-integration,app-010
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflowapp-rg,eastus2,Microsoft.Web/serverfarms/sites,ratflowassistant,false,Low,Monitoring and Alerting,App Service should have diagnostic settings enabled,,https://learn.microsoft.com/en-us/azure/app-service/troubleshoot-diagnostic-logs#send-logs-to-azure-monitor,app-001
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflowapp-rg,eastus2,Microsoft.Web/serverfarms/sites,ratflowassistant,false,Low,Governance,App Service Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations,app-006
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflowapp-rg,eastus2,Microsoft.Web/serverfarms/sites,ratflowassistant,false,Low,Governance,App Service should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json,app-008
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflowapp-rg,eastus2,Microsoft.Web/serverfarms/sites,ratflow,false,High,Security,App Service should have private endpoints enabled,,https://learn.microsoft.com/en-us/azure/app-service/networking/private-endpoint,app-004
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflowapp-rg,eastus2,Microsoft.Web/serverfarms/sites,ratflow,false,Low,Monitoring and Alerting,App Service should have diagnostic settings enabled,,https://learn.microsoft.com/en-us/azure/app-service/troubleshoot-diagnostic-logs#send-logs-to-azure-monitor,app-001
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflowapp-rg,eastus2,Microsoft.Web/serverfarms/sites,ratflow,false,Medium,Security,App Service should use VNET integration,,https://learn.microsoft.com/en-us/azure/app-service/overview-vnet-integration,app-009
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflowapp-rg,eastus2,Microsoft.Web/serverfarms/sites,ratflow,false,Low,Governance,App Service Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations,app-006
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflowapp-rg,eastus2,Microsoft.Web/serverfarms/sites,ratflow,false,Medium,Security,App Service should have VNET Route all enabled for VNET integration,,https://learn.microsoft.com/en-us/azure/app-service/overview-vnet-integration,app-010
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflowapp-rg,eastus2,Microsoft.Web/serverfarms/sites,ratflow,false,Low,Governance,App Service should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json,app-008
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflowapp-rg,eastus2,Microsoft.Web/serverfarms,ASP-ratflowapprg-bab4,false,Low,Governance,Plan should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json,asp-007
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflowapp-rg,eastus2,Microsoft.Web/serverfarms,ASP-ratflowapprg-bab4,false,Low,Governance,Plan Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations,asp-006
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflowapp-rg,eastus2,Microsoft.Web/serverfarms,ASP-ratflowapprg-bab4,false,High,High Availability,Plan should have availability zones enabled,,https://learn.microsoft.com/en-us/azure/reliability/migrate-app-service,asp-002
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflowapp-rg,eastus2,Microsoft.Web/serverfarms,ASP-ratflowapprg-bab4,false,Low,Monitoring and Alerting,Plan should have diagnostic settings enabled,,,asp-001
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflow-rg,eastus2,Microsoft.KeyVault/vaults,kv-pfrat01,false,High,Security,Key Vault should have private endpoints enabled,,https://learn.microsoft.com/en-us/azure/key-vault/general/private-link-service,kv-004
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflow-rg,eastus2,Microsoft.KeyVault/vaults,kv-pfrat01,false,Medium,Disaster Recovery,Key Vault should have purge protection enabled,,https://learn.microsoft.com/en-us/azure/key-vault/general/soft-delete-overview#purge-protection,kv-009
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,ratflow-rg,eastus2,Microsoft.KeyVault/vaults,kv-pfrat01,false,Low,Governance,Key Vault should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json,kv-007
